sentences,sent_tokens,topic,label_topic
"the aunt spoke to each of them in the same words, about their health and her own, and the health of her majesty, ""who, thank god, was better today.""","['aunt', 'speak', 'word', 'health', 'health', 'majesty', 'thank', 'god', 'better', 'today']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"and each visitor, though politeness prevented his showing impatience, left the old woman with a sense of relief at having performed a vexatious duty and did not return to her the whole evening.","['visitor', 'though', 'politeness', 'prevent', 'show', 'impatience', 'leave', 'old', 'woman', 'sense', 'relief', 'perform', 'vexatious', 'duty', 'return', 'whole', 'even']",0,say-prince-nothing-pierre-look-please-smile-know-hand
the young princess bolkonskaya had brought some work in a gold-embroidered velvet bag.,"['young', 'princess', 'bolkonskaya', 'bring', 'work', 'goldembroidered', 'velvet', 'bag']",2,know-letter-father-man-pierre-see-princess-silent-say
"her pretty little upper lip, on which a delicate dark down was just perceptible, was too short for her teeth, but it lifted all the more sweetly, and was especially charming when she occasionally drew it down to meet the lower lip.","['pretty', 'little', 'upper', 'lip', 'delicate', 'dark', 'perceptible', 'short', 'teeth', 'lift', 'sweetly', 'especially', 'charm', 'occasionally', 'draw', 'meet', 'lower', 'lip']",5,princess-mary-say-give-prince-look-dinner-man-face
"as is always the case with a thoroughly attractive woman, her defect--the shortness of her upper lip and her half-open mouth--seemed to be her own special and peculiar form of beauty.","['always', 'case', 'thoroughly', 'attractive', 'woman', 'defectthe', 'shortness', 'upper', 'lip', 'halfopen', 'mouthseemed', 'special', 'peculiar', 'form', 'beauty']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"everyone brightened at the sight of this pretty young woman, so soon to become a mother, so full of life and health, and carrying her burden so lightly.","['everyone', 'brighten', 'sight', 'pretty', 'young', 'woman', 'soon', 'become', 'mother', 'full', 'life', 'health', 'carry', 'burden', 'lightly']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"old men and dull dispirited young ones who looked at her, after being in her company and talking to her a little while, felt as if they too were becoming, like her, full of life and health.","['old', 'men', 'dull', 'dispirit', 'young', 'ones', 'look', 'company', 'talk', 'little', 'felt', 'become', 'like', 'full', 'life', 'health']",5,princess-mary-say-give-prince-look-dinner-man-face
"all who talked to her, and at each word saw her bright smile and the constant gleam of her white teeth, thought that they were in a specially amiable mood that day.","['talk', 'word', 'saw', 'bright', 'smile', 'constant', 'gleam', 'white', 'teeth', 'think', 'specially', 'amiable', 'mood', 'day']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"the little princess went round the table with quick, short, swaying steps, her workbag on her arm, and gaily spreading out her dress sat down on a sofa near the silver samovar, as if all she was doing was a pleasure to herself and to all around her.","['little', 'princess', 'go', 'round', 'table', 'quick', 'short', 'sway', 'step', 'workbag', 'arm', 'gaily', 'spread', 'dress', 'sit', 'sofa', 'near', 'silver', 'samovar', 'pleasure', 'around', 'her']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""i have brought my work,"" said she in french, displaying her bag and addressing all present.","['bring', 'work', 'say', 'french', 'display', 'bag', 'address', 'present']",2,know-letter-father-man-pierre-see-princess-silent-say
"""mind, annette, i hope you have not played a wicked trick on me,"" she added, turning to her hostess.","['mind', 'annette', 'hope', 'play', 'wicked', 'trick', 'add', 'turn', 'host']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""you wrote that it was to be quite a small reception, and just see how badly i am dressed.""","['write', 'quite', 'small', 'reception', 'see', 'badly', 'dress']",7,say-prince-go-andrew-look-come-count-room-pierre
"and she spread out her arms to show her short-waisted, lace-trimmed, dainty gray dress, girdled with a broad ribbon just below the breast.","['spread', 'arm', 'show', 'shortwaisted', 'lacetrimmed', 'dainty', 'gray', 'dress', 'girdle', 'broad', 'ribbon', 'breast']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""soyez tranquille, lise, you will always be prettier than anyone else,"" replied anna pavlovna.","['soyez', 'tranquille', 'lise', 'always', 'prettier', 'anyone', 'else', 'reply', 'anna', 'pavlovna']",5,princess-mary-say-give-prince-look-dinner-man-face
"""you know,"" said the princess in the same tone of voice and still in french, turning to a general, ""my husband is deserting me?","['know', 'say', 'princess', 'tone', 'voice', 'still', 'french', 'turn', 'general', 'husband', 'desert', 'me']",7,say-prince-go-andrew-look-come-count-room-pierre
he is going to get himself killed.,"['go', 'get', 'kill']",1,count-go-pierre-prince-come-know-look-well-let
"tell me what this wretched war is for?""","['tell', 'wretched', 'war', 'for']",4,dont-say-know-ah-tell-be-dear-do-michael
"she added, addressing prince vasili, and without waiting for an answer she turned to speak to his daughter, the beautiful helene.","['add', 'address', 'prince', 'vasili', 'without', 'wait', 'answer', 'turn', 'speak', 'daughter', 'beautiful', 'helene']",7,say-prince-go-andrew-look-come-count-room-pierre
"""what a delightful woman this little princess is!""","['delightful', 'woman', 'little', 'princess', 'be']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
said prince vasili to anna pavlovna.,"['say', 'prince', 'vasili', 'anna', 'pavlovna']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"one of the next arrivals was a stout, heavily built young man with close-cropped hair, spectacles, the light-colored breeches fashionable at that time, a very high ruffle, and a brown dress coat.","['next', 'arrivals', 'stout', 'heavily', 'build', 'young', 'man', 'closecropped', 'hair', 'spectacles', 'lightcolored', 'breeches', 'fashionable', 'time', 'high', 'ruffle', 'brown', 'dress', 'coat']",1,count-go-pierre-prince-come-know-look-well-let
"this stout young man was an illegitimate son of count bezukhov, a well-known grandee of catherine's time who now lay dying in moscow.","['stout', 'young', 'man', 'illegitimate', 'son', 'count', 'bezukhov', 'wellknown', 'grandee', 'catherines', 'time', 'lay', 'die', 'moscow']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"the young man had not yet entered either the military or civil service, as he had only just returned from abroad where he had been educated, and this was his first appearance in society.","['young', 'man', 'enter', 'either', 'military', 'civil', 'service', 'return', 'abroad', 'educate', 'first', 'appearance', 'society']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
anna pavlovna greeted him with the nod she accorded to the lowest hierarchy in her drawing room.,"['anna', 'pavlovna', 'greet', 'nod', 'accord', 'lowest', 'hierarchy', 'draw', 'room']",5,princess-mary-say-give-prince-look-dinner-man-face
"but in spite of this lowest-grade greeting, a look of anxiety and fear, as at the sight of something too large and unsuited to the place, came over her face when she saw pierre enter.","['spite', 'lowestgrade', 'greet', 'look', 'anxiety', 'fear', 'sight', 'something', 'large', 'unsuited', 'place', 'come', 'face', 'saw', 'pierre', 'enter']",5,princess-mary-say-give-prince-look-dinner-man-face
"though he was certainly rather bigger than the other men in the room, her anxiety could only have reference to the clever though shy, but observant and natural, expression which distinguished him from everyone else in that drawing room.","['though', 'certainly', 'rather', 'bigger', 'men', 'room', 'anxiety', 'could', 'reference', 'clever', 'though', 'shy', 'observant', 'natural', 'expression', 'distinguish', 'everyone', 'else', 'draw', 'room']",5,princess-mary-say-give-prince-look-dinner-man-face
"""it is very good of you, monsieur pierre, to come and visit a poor invalid,"" said anna pavlovna, exchanging an alarmed glance with her aunt as she conducted him to her.","['good', 'monsieur', 'pierre', 'come', 'visit', 'poor', 'invalid', 'say', 'anna', 'pavlovna', 'exchange', 'alarm', 'glance', 'aunt', 'conduct', 'her']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"pierre murmured something unintelligible, and continued to look round as if in search of something.","['pierre', 'murmur', 'something', 'unintelligible', 'continue', 'look', 'round', 'search', 'something']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"on his way to the aunt he bowed to the little princess with a pleased smile, as to an intimate acquaintance.","['way', 'aunt', 'bow', 'little', 'princess', 'please', 'smile', 'intimate', 'acquaintance']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"anna pavlovna's alarm was justified, for pierre turned away from the aunt without waiting to hear her speech about her majesty's health.","['anna', 'pavlovnas', 'alarm', 'justify', 'pierre', 'turn', 'away', 'aunt', 'without', 'wait', 'hear', 'speech', 'majestys', 'health']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"anna pavlovna in dismay detained him with the words: ""do you know the abbe morio?","['anna', 'pavlovna', 'dismay', 'detain', 'word', 'know', 'abbe', 'morio']",5,princess-mary-say-give-prince-look-dinner-man-face
"he is a most interesting man.""","['interest', 'man']",2,know-letter-father-man-pierre-see-princess-silent-say
"""yes, i have heard of his scheme for perpetual peace, and it is very interesting but hardly feasible.""","['yes', 'hear', 'scheme', 'perpetual', 'peace', 'interest', 'hardly', 'feasible']",2,know-letter-father-man-pierre-see-princess-silent-say
"""you think so?""","['think', 'so']",8,prince-hand-know-say-hold-princess-book-leave-even
rejoined anna pavlovna in order to say something and get away to attend to her duties as hostess.,"['rejoin', 'anna', 'pavlovna', 'order', 'say', 'something', 'get', 'away', 'attend', 'duties', 'host']",5,princess-mary-say-give-prince-look-dinner-man-face
but pierre now committed a reverse act of impoliteness.,"['pierre', 'commit', 'reverse', 'act', 'impoliteness']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"first he had left a lady before she had finished speaking to him, and now he continued to speak to another who wished to get away.","['first', 'leave', 'lady', 'finish', 'speak', 'continue', 'speak', 'another', 'wish', 'get', 'away']",8,prince-hand-know-say-hold-princess-book-leave-even
"with his head bent, and his big feet spread apart, he began explaining his reasons for thinking the abbe's plan chimerical.","['head', 'bend', 'big', 'feet', 'spread', 'apart', 'begin', 'explain', 'reason', 'think', 'abbes', 'plan', 'chimerical']",8,prince-hand-know-say-hold-princess-book-leave-even
"""we will talk of it later,"" said anna pavlovna with a smile.","['talk', 'later', 'say', 'anna', 'pavlovna', 'smile']",7,say-prince-go-andrew-look-come-count-room-pierre
"and having got rid of this young man who did not know how to behave, she resumed her duties as hostess and continued to listen and watch, ready to help at any point where the conversation might happen to flag.","['get', 'rid', 'young', 'man', 'know', 'behave', 'resume', 'duties', 'host', 'continue', 'listen', 'watch', 'ready', 'help', 'point', 'conversation', 'might', 'happen', 'flag']",8,prince-hand-know-say-hold-princess-book-leave-even
"as the foreman of a spinning mill, when he has set the hands to work, goes round and notices here a spindle that has stopped or there one that creaks or makes more noise than it should, and hastens to check the machine or set it in proper motion, so anna pavlovna moved about her drawing room, approaching now a silent, now a too-noisy group, and by a word or slight rearrangement kept the conversational machine in steady, proper, and regular motion.","['foreman', 'spin', 'mill', 'set', 'hand', 'work', 'go', 'round', 'notice', 'spindle', 'stop', 'creak', 'make', 'noise', 'hasten', 'check', 'machine', 'set', 'proper', 'motion', 'anna', 'pavlovna', 'move', 'draw', 'room', 'approach', 'silent', 'toonoisy', 'group', 'word', 'slight', 'rearrangement', 'keep', 'conversational', 'machine', 'steady', 'proper', 'regular', 'motion']",4,dont-say-know-ah-tell-be-dear-do-michael
but amid these cares her anxiety about pierre was evident.,"['amid', 'care', 'anxiety', 'pierre', 'evident']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"she kept an anxious watch on him when he approached the group round mortemart to listen to what was being said there, and again when he passed to another group whose center was the abbe.","['keep', 'anxious', 'watch', 'approach', 'group', 'round', 'mortemart', 'listen', 'say', 'pass', 'another', 'group', 'whose', 'center', 'abbe']",3,room-pierre-prince-draw-look-say-laugh-princess-little
